Start,Date,Time,RTD,TC1,TC2,TC3,TC4,TC6,TC7,TC9,TC10,Setpoint,Mains Voltage,State,Offset,WA,CA,HSCOMP_SPEED,LSCOMP_SPEED,HSHX Recover Info,StagenFanInfo,VSCReferStatus_MSB,VSCReferStatus_LSB,SSID Strength,SSID_Latency
SX,"31/12/2022, 21:00:00",50.000.000,"-79,8","-15,1","16,7","-90,9","-84,6","-29,9","20,8","44,7","-38,7",-80,220,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",110.000.000,"-79,8","-15,2","16,6","-90,9","-84,6","-29,9","20,7","44,6","-38,7",-80,220,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",170.000.000,"-79,9","-15,4","16,7",-91,"-84,7","-29,9","20,8","44,6","-38,6",-80,220,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",230.000.000,"-79,9","-15,2","16,5",-91,"-84,7",-30,"20,6","44,6","-38,7",-80,220,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",290.000.000,-80,"-15,3","16,6",-91,"-84,7","-29,9","20,7","44,6","-38,6",-80,220,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",350.000.000,-80,"-15,3","16,6",-91,"-84,7",-30,"20,6","44,7","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",410.000.000,"-80,1","-15,1","16,9","-90,9","-84,7",-30,"20,9","44,7","-38,8",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",470.000.000,"-80,1","-15,4","16,8",-91,"-84,8","-30,1","20,8","44,7","-38,6",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",530.000.000,"-80,1","-15,3","16,8",-91,"-84,8","-30,1","20,8","44,7","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",590.000.000,"-80,2","-15,4","16,7",-91,"-84,9","-30,1","20,8","44,7","-38,6",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",650.000.000,"-80,2","-15,3","16,8",-91,"-84,8",-30,"20,8","44,8","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",710.000.000,"-80,2","-15,3",17,"-90,9","-84,8","-30,1",21,"44,8","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",770.000.000,"-80,2","-15,2","16,7","-91,1","-84,9","-30,2","20,8","44,7","-38,8",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",830.000.000,"-80,2","-15,3","16,8","-91,1","-84,8","-30,2","20,7","44,7","-38,6",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",890.000.000,"-80,2","-15,3","16,6",-91,"-84,9","-30,1","20,7","44,8","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",950.000.000,"-80,2","-15,3","16,9",-91,"-84,9","-30,1","20,9","44,8","-38,7",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.010.000.000,"-80,3","-15,3","16,8","-91,1","-84,9","-30,2","20,9","44,8","-38,8",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.070.000.000,"-80,3","-15,2","16,7",-91,-85,"-30,2","20,8","44,8","-38,9",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.130.000.000,"-80,3","-15,1","16,8","-91,1",-85,"-30,2","20,8","44,8","-38,9",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.190.000.000,"-80,3","-15,1","16,9","-91,1",-85,"-30,2","20,8","44,8","-38,8",-80,219,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.250.000.000,"-80,3","-15,1","16,8",-91,"-84,9","-30,2","20,8","44,9","-38,8",-80,218,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.310.000.000,"-80,3",-15,17,"-91,1",-85,"-30,2",21,"44,9",-39,-80,218,7,0,-40,-90,3.525,3.125,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.370.000.000,"-80,4",-15,"16,9","-91,1","-85,1","-30,3","20,9","44,9",-39,-80,218,7,0,-40,-90,3.650,3.125,4,117,128,72,99,0
SX,"31/12/2022, 21:00:00",1.430.000.000,"-80,4","-15,3","17,2","-91,2","-85,1","-30,3",21,"44,9",-39,-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.490.000.000,"-80,4","-15,3","16,8","-91,3","-85,1","-30,5","20,9","44,9","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.550.000.000,"-80,4","-15,3",17,"-91,2","-85,1","-30,6","21,1","44,8","-38,7",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.610.000.000,"-80,5","-15,2","16,9","-91,3","-85,2","-30,8","21,1","44,7","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.670.000.000,"-80,5","-15,2","16,7","-91,4","-85,2","-30,9","20,9","44,8","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.730.000.000,"-80,5","-15,3","16,7","-91,4","-85,2","-30,9","20,9","44,8","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.790.000.000,"-80,5","-15,4","16,7","-91,4","-85,2","-30,8","20,9","44,8","-38,6",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.850.000.000,"-80,5","-15,4","16,6","-91,3","-85,2","-30,9","20,8","44,8","-38,7",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.910.000.000,"-80,6","-15,6","16,7","-91,3","-85,3","-30,8","20,9","44,8","-38,6",-80,217,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",1.970.000.000,"-80,6","-15,6","16,7","-91,3","-85,3","-30,9","20,8","44,8","-38,7",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.030.000.000,"-80,6","-15,3","16,8","-91,3","-85,4","-30,9",21,"44,8","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.090.000.000,"-80,6","-15,5","16,8","-91,3","-85,3","-30,9","20,9","44,8","-38,6",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.150.000.000,"-80,6","-15,3","16,6","-91,3","-85,3","-30,9","20,8","44,8","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.210.000.000,"-80,6","-15,3","16,8","-91,3","-85,3","-30,9",21,"44,9","-38,8",-80,217,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.270.000.000,"-80,7","-15,2","16,7","-91,4","-85,4","-30,9","20,8","44,9","-38,8",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.330.000.000,"-80,7","-15,3","16,8","-91,4","-85,4","-30,9","20,8","44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.390.000.000,"-80,7","-15,2",17,"-91,4","-85,4",-31,"21,1","44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.450.000.000,"-80,7","-15,4","16,8","-91,3","-85,4","-30,9","20,9","44,9","-38,7",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.510.000.000,"-80,7","-15,2","16,9","-91,4","-85,5","-30,9","20,9","44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.570.000.000,"-80,8","-15,3","16,7","-91,5","-85,5",-31,"20,9","44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.630.000.000,"-80,8","-15,3","16,9","-91,4","-85,5",-31,"20,9","44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.690.000.000,"-80,8","-15,3","16,8","-91,5","-85,6",-31,21,45,-39,-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.750.000.000,"-80,8","-15,4","16,8","-91,4","-85,5","-31,1",21,"44,9","-38,8",-80,217,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.810.000.000,"-80,8","-15,4","16,9","-91,5","-85,5","-31,1","20,9","44,9","-38,8",-80,217,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.870.000.000,"-80,8","-15,4","16,7","-91,6","-85,6","-31,1",21,"44,9","-38,9",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.930.000.000,"-80,8","-15,2","16,8","-91,5","-85,6","-31,1","20,9","44,9",-39,-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",2.990.000.000,"-80,8","-15,2","16,7","-91,5","-85,6","-31,1","20,9",45,-39,-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",3.050.000.000,"-80,9","-15,5","16,7","-91,4","-85,5",-31,"20,9",45,"-38,6",-80,218,7,0,-40,-90,3.650,3.250,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",3.110.000.000,"-80,9",-14,17,"-89,8","-84,8","-30,1","19,9","45,5","-36,8",-80,219,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.170.000.000,"-80,9","-8,3",17,"-82,5","-83,3","-23,1",16,"44,2","-29,6",-80,221,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.230.000.000,"-80,8","-3,2",17,"-76,5","-82,3",-15,"16,8","44,1","-28,1",-80,221,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.290.000.000,"-80,8","0,3","17,1","-73,3","-81,8","-9,6","17,7","44,3","-27,8",-80,221,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.350.000.000,"-80,7","2,5","17,1","-72,5","-81,3","-4,9","18,4","44,5","-27,6",-80,220,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.410.000.000,"-80,6","6,7","17,1","-73,2","-80,8","-1,9",19,"44,6","-27,3",-80,220,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.470.000.000,"-80,5","9,8","17,2","-74,2","-80,6","0,2","19,5","44,6",-27,-80,221,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.530.000.000,"-80,3","12,8","17,2","-74,9","-80,3",3,"19,8","44,5","-26,8",-80,221,4,0,-40,-90,0,0,3,137,200,72,99,0
SX,"31/12/2022, 21:00:00",3.590.000.000,"-80,2","14,8","17,1","-75,3",-80,"5,9","20,1","44,5","-26,5",-80,220,4,0,-40,-90,0,0,4,21,96,72,99,0
SX,"31/12/2022, 21:00:00",3.650.000.000,-80,"-9,3","16,9","-75,6","-79,5",9,21,"42,3","-36,1",-80,218,5,0,-40,-90,3.800,0,4,53,96,72,99,0
SX,"31/12/2022, 21:00:00",3.710.000.000,"-79,8","-18,5","16,9","-73,4","-83,5","7,7","19,7","40,9","-43,5",-80,218,7,0,-40,-90,3.800,3.100,4,69,96,72,99,0
SX,"31/12/2022, 21:00:00",3.770.000.000,"-79,6","-21,2","17,2","-85,6",-84,"-3,4","20,6","42,2","-38,1",-80,217,7,0,-40,-90,3.800,3.100,4,85,96,72,99,0
SX,"31/12/2022, 21:00:00",3.830.000.000,"-79,4","-20,1","16,8","-86,8","-84,1","-15,7","21,1","42,5","-36,9",-80,217,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",3.890.000.000,"-79,3","-17,6","16,7","-87,5","-83,9","-25,7","21,2","42,8","-36,9",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",3.950.000.000,"-79,2","-15,9","16,8",-88,"-83,8","-29,6","21,3","43,3","-36,7",-80,217,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.010.000.000,"-79,2","-15,2","16,7","-88,1","-83,7","-31,8","21,2","43,5","-37,3",-80,217,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.070.000.000,"-79,1","-14,8","16,8","-88,6","-83,5","-32,9","21,3","43,5","-37,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.130.000.000,-79,"-14,5","17,1","-89,1",-83,"-33,3","21,5","43,6","-37,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.190.000.000,-79,"-14,5","16,8","-89,3","-83,2","-33,1","21,3","43,8","-37,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.250.000.000,-79,"-14,5","16,8","-89,4","-82,2","-32,7","21,2","43,9","-37,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.310.000.000,-79,"-14,2","16,6","-89,6","-82,5","-32,1","21,2","44,1","-37,5",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.370.000.000,"-78,9","-14,5","16,6","-89,7","-83,1","-31,7","21,1","44,2","-37,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.430.000.000,"-78,9","-14,6","16,8","-89,8","-83,2","-31,3","21,1","44,3","-37,6",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.490.000.000,"-78,9","-14,3","16,9","-89,8",-83,"-31,1","21,3","44,4","-37,7",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.550.000.000,"-78,9","-14,3",17,"-89,9","-82,4","-30,8","21,2","44,4","-37,8",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.610.000.000,"-78,9","-14,5","16,9",-90,"-81,9","-30,5","21,2","44,5","-37,7",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.670.000.000,"-78,9","-14,7","16,8","-90,2","-81,7","-30,3","21,1","44,4","-37,8",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.730.000.000,"-78,9","-14,8","16,8","-90,3","-82,5","-30,1","21,1","44,4","-37,9",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.790.000.000,"-78,9","-14,8","16,9","-90,2","-83,3","-29,9","21,1","44,4","-37,9",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.850.000.000,-79,"-14,8","16,8","-90,2","-83,5","-29,8","21,1","44,5","-38,1",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.910.000.000,-79,-15,"16,7","-90,3","-83,6","-29,6",21,"44,5",-38,-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",4.970.000.000,-79,"-14,9","16,6","-90,3","-83,5","-29,6","20,9","44,5","-38,1",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.030.000.000,-79,"-14,9","16,7","-90,5","-82,7","-29,5","20,9","44,6","-38,1",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.090.000.000,-79,"-14,9","16,9","-90,5","-83,6","-29,5",21,"44,6","-38,1",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.150.000.000,"-79,1","-14,9","16,8","-90,4","-83,8","-29,4",21,"44,7","-38,2",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.210.000.000,"-79,1",-15,"16,7","-90,5","-83,8","-29,4","20,9","44,6","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.270.000.000,"-79,2","-15,4","16,8","-90,6",-84,"-29,4","20,9","44,7","-38,1",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.330.000.000,"-79,2","-15,1","16,9","-90,7",-84,"-29,4",21,"44,7","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.390.000.000,"-79,3",-15,"16,9","-90,7","-84,1","-29,4","20,9","44,7","-38,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.450.000.000,"-79,3","-15,1","16,9","-90,6",-84,"-29,3",21,"44,7","-38,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.510.000.000,"-79,4","-15,2","16,9","-90,7","-84,1","-29,4",21,"44,8","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.570.000.000,"-79,4","-15,2","16,8","-90,7","-84,2","-29,4","20,9","44,7","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.630.000.000,"-79,5","-15,3","16,9","-90,7","-84,2","-29,4","20,9","44,8","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.690.000.000,"-79,5","-15,3","16,7","-90,8","-84,4","-29,4","20,9","44,8","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.750.000.000,"-79,6","-15,4","16,8","-90,7","-84,3","-29,4","20,9","44,7","-38,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.810.000.000,"-79,6","-15,2","16,7","-90,7","-84,3","-29,5","20,9","44,7","-38,5",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.870.000.000,"-79,7","-15,4","16,9","-90,8","-84,3","-29,6","20,9","44,8","-38,3",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.930.000.000,"-79,7","-15,5","16,8","-90,9","-84,4","-29,5","20,9","44,8","-38,3",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",5.990.000.000,"-79,7","-15,4","16,7","-90,8","-84,5","-29,6","20,8","44,9","-38,4",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.050.000.000,"-79,7","-15,4","16,9","-90,8","-84,5","-29,6","20,9","44,9","-38,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.110.000.000,"-79,7","-15,4","16,9","-90,8","-84,5","-29,7","20,9","44,9","-38,4",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.170.000.000,"-79,8","-15,4","16,7","-90,8","-84,6","-29,8","20,9","44,9","-38,5",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.230.000.000,"-79,8","-15,3","16,8","-90,8","-84,6","-29,8","20,8",45,"-38,5",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.290.000.000,"-79,8","-15,6","16,9","-90,8","-84,6","-29,8","20,9",45,"-38,4",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.350.000.000,"-79,9","-15,6","16,9","-90,9","-84,6","-29,9","20,9",45,"-38,5",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.410.000.000,"-79,9","-15,7","16,7","-90,8","-84,6","-29,8","20,8",45,"-38,5",-80,218,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.470.000.000,-80,"-15,5","16,7","-90,9","-84,7","-29,8","20,8",45,"-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.530.000.000,-80,"-15,3","16,9","-90,9","-84,8","-29,9","20,9","44,9","-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.590.000.000,-80,"-15,5","16,8","-90,8","-84,8","-29,9","20,9",45,"-38,5",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.650.000.000,"-80,1","-15,3","16,6","-90,9","-84,7","-29,9","20,8",45,"-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.710.000.000,"-80,1","-15,3","16,5","-90,9","-84,6","-29,9","20,6",45,"-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.770.000.000,"-80,1","-15,5","16,6","-90,9","-84,8",-30,"20,8","44,9","-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.830.000.000,"-80,1","-15,4","16,5",-91,"-84,7",-30,"20,6","44,9","-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.890.000.000,"-80,2","-15,4","16,5",-91,"-84,8",-30,"20,6","44,9","-38,6",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",6.950.000.000,"-80,2","-15,3","16,6","-90,9","-84,8",-30,"20,6",45,"-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.010.000.000,"-80,2","-15,3","16,5","-90,9","-84,7",-30,"20,6",45,"-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.070.000.000,"-80,2","-15,2","16,6",-91,"-84,8","-30,1","20,6","44,9","-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.130.000.000,"-80,2","-15,1","16,7",-91,"-84,8","-30,2","20,7","44,9","-38,9",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.190.000.000,"-80,2","-15,2","16,7",-91,"-84,8","-30,1","20,7","44,9","-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.250.000.000,"-80,3","-15,2","16,8",-91,"-84,8","-30,1","20,8","44,9","-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.310.000.000,"-80,3","-15,2","16,8",-91,"-84,8","-30,1","20,8",45,"-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.370.000.000,"-80,3","-15,1","16,8",-91,"-84,9","-30,1","20,9",45,"-38,8",-80,219,7,0,-40,-90,3.500,3.100,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.430.000.000,"-80,3","-15,4","16,7",-91,"-84,9","-30,1","20,7","44,9","-38,8",-80,219,7,0,-40,-90,3.625,3.100,4,117,128,72,99,0
SX,"31/12/2022, 21:00:00",7.490.000.000,"-80,3","-15,6","16,6","-91,1",-85,"-30,1","20,7",45,"-38,8",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.550.000.000,"-80,3","-15,7","16,7",-91,-85,"-30,4","20,8","44,9","-38,4",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.610.000.000,"-80,3","-15,6","16,7","-91,1",-85,"-30,5","20,8","44,8","-38,6",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.670.000.000,"-80,4","-15,8","16,5","-91,2",-85,"-30,7","20,6","44,8","-38,6",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.730.000.000,"-80,4","-15,6","16,7","-91,2","-85,1","-30,7","20,8","44,7","-38,6",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.790.000.000,"-80,4","-15,4","16,9","-91,2",-85,"-30,7","20,9","44,7","-38,6",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.850.000.000,"-80,4","-15,6","16,6","-91,2","-85,1","-30,6","20,8","44,7","-38,6",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.910.000.000,"-80,4","-15,4","16,7","-91,2","-85,1","-30,6","20,8","44,7","-38,8",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",7.970.000.000,"-80,5","-15,3","16,7","-91,3","-85,2","-30,6","20,8","44,7","-38,8",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",8.030.000.000,"-80,5","-15,2","16,5","-91,3","-85,1","-30,7","20,7","44,7","-38,9",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
SX,"31/12/2022, 21:00:00",8.090.000.000,"-80,5","-15,3","16,5","-91,3","-85,2","-30,6","20,7","44,7","-38,8",-80,219,7,0,-40,-90,3.625,3.225,4,141,104,72,99,0
